PSGC,GEOLEVEL,LGUNAME
0102911001,BGY,Banucal
0102911002,BGY,Bequi-Walin
0102911003,BGY,Bugui
0102911004,BGY,Calungbuyan
0102911005,BGY,Carcarabasa
0102911006,BGY,Labut
0102911007,BGY,Poblacion Norte
0102911008,BGY,Poblacion Sur
0102911009,BGY,San Vicente
0102911010,BGY,Suysuyan
0102911011,BGY,Tay-ac
0102912000,MUN,Magsingal
0102912001,BGY,Alangan
0102912002,BGY,Bacar
0102912006,BGY,Barbarit
0102912007,BGY,Bungro
0102912008,BGY,Cabaroan
0102912010,BGY,Cadanglaan
0102912011,BGY,Caraisan
0102912014,BGY,Dacutan
0102912015,BGY,Labut
0102912017,BGY,Maas-asin
0102912018,BGY,Macatcatud
0102912019,BGY,Namalpalan
0102912020,BGY,Manzante
0102912022,BGY,Maratudo
0102912023,BGY,Miramar
0102912025,BGY,Napo
0102912026,BGY,Pagsanaan Norte
0102912027,BGY,Pagsanaan Sur
0102912028,BGY,Panay Norte
0102912029,BGY,Panay Sur
0102912030,BGY,Patong
0102912031,BGY,Puro
0102912032,BGY,San Basilio
0102912033,BGY,San Clemente
0102912034,BGY,San Julian
0102912035,BGY,San Lucas
0102912036,BGY,San Ramon
0102912037,BGY,San Vicente
0102912038,BGY,Santa Monica
0102912039,BGY,Sarsaracat
0102913000,MUN,Nagbukel
0102913001,BGY,Balaweg
0102913002,BGY,Bandril
0102913003,BGY,Bantugo
0102913004,BGY,Cadacad
0102913005,BGY,Casilagan
0102913006,BGY,Cosocos
0102913007,BGY,Lapting
0102913008,BGY,Mapisi
0102913009,BGY,Mission
0102913010,BGY,Poblacion East
0102913011,BGY,Poblacion West
0102913012,BGY,Taleb
0102914000,MUN,Narvacan
0102914001,BGY,Abuor
0102914002,BGY,Ambulogan
0102914004,BGY,Aquib
0102914005,BGY,Banglayan
0102914006,BGY,Bulanos
0102914007,BGY,Cadacad
0102914008,BGY,Cagayungan
0102914009,BGY,Camarao
0102914010,BGY,Casilagan
0102914011,BGY,Codoog
0102914012,BGY,Dasay
0102914013,BGY,Dinalaoan
0102914014,BGY,Estancia
0102914015,BGY,Lanipao
0102914016,BGY,Lungog
0102914017,BGY,Margaay
0102914018,BGY,Marozo
0102914019,BGY,Naguneg
0102914020,BGY,Orence
0102914021,BGY,Pantoc
0102914022,BGY,Paratong
0102914023,BGY,Parparia
0102914024,BGY,Quinarayan
0102914025,BGY,Rivadavia
0102914026,BGY,San Antonio
0102914027,BGY,San Jose
0102914028,BGY,San Pablo
0102914029,BGY,San Pedro
0102914030,BGY,Santa Lucia
0102914031,BGY,Sarmingan
0102914032,BGY,Sucoc
0102914033,BGY,Sulvec
0102914034,BGY,Turod
0102914035,BGY,Bantay Abot
0102915000,MUN,Quirino
0102915001,BGY,Banoen
0102915002,BGY,Cayus
0102915003,BGY,Patungcaleo
0102915004,BGY,Malideg
0102915005,BGY,Namitpit
0102915006,BGY,Patiacan
0102915007,BGY,Legleg
0102915008,BGY,Suagayan
0102915009,BGY,Lamag
0102916000,MUN,Salcedo
0102916001,BGY,Atabay
0102916002,BGY,Calangcuasan
0102916003,BGY,Balidbid
0102916004,BGY,Baluarte
0102916005,BGY,Baybayading
0102916006,BGY,Boguibog
0102916007,BGY,Bulala-Leguey
0102916008,BGY,Kaliwakiw
0102916010,BGY,Culiong
0102916011,BGY,Dinaratan
0102916012,BGY,Kinmarin
0102916013,BGY,Lucbuban
0102916014,BGY,Madarang
0102916015,BGY,Maligcong
0102916016,BGY,Pias
0102916017,BGY,Poblacion Norte
0102916018,BGY,Poblacion Sur
0102916019,BGY,San Gaspar
0102916020,BGY,San Tiburcio
0102916021,BGY,Sorioan
0102916022,BGY,Ubbog
0102917000,MUN,San Emilio
0102917001,BGY,Cabaroan
0102917002,BGY,Kalumsing
0102917003,BGY,Lancuas
0102917004,BGY,Matibuey
0102917005,BGY,Paltoc
0102917006,BGY,Sibsibbu
0102917007,BGY,Tiagan
0102917008,BGY,San Miliano
0102918000,MUN,San Esteban
0102918001,BGY,Ansad
0102918002,BGY,Apatot
0102918003,BGY,Bateria
0102918004,BGY,Cabaroan
0102918005,BGY,Cappa-cappa
0102918006,BGY,Poblacion
0102918007,BGY,San Nicolas
0102918008,BGY,San Pablo
0102918009,BGY,San Rafael
0102918010,BGY,Villa Quirino
0102919000,MUN,San Ildefonso
0102919001,BGY,Arnap
0102919002,BGY,Bahet
0102919003,BGY,Belen
0102919004,BGY,Bungro
0102919006,BGY,Busiing Sur
0102919007,BGY,Busiing Norte
0102919009,BGY,Dongalo
0102919010,BGY,Gongogong
0102919011,BGY,Iboy
0102919013,BGY,Otol-Patac
0102919014,BGY,Poblacion East
0102919015,BGY,Poblacion West
0102919016,BGY,Kinamantirisan
0102919017,BGY,Sagneb
0102919018,BGY,Sagsagat
0102920000,MUN,San Juan
0102920001,BGY,Bacsil
0102920002,BGY,Baliw
0102920003,BGY,Bannuar
0102920004,BGY,Barbar
0102920005,BGY,Cabanglotan
0102920006,BGY,Cacandongan
0102920007,BGY,Camanggaan
0102920008,BGY,Camindoroan
0102920009,BGY,Caronoan
0102920010,BGY,Darao
0102920012,BGY,Dardarat
0102920013,BGY,Guimod Norte
0102920014,BGY,Guimod Sur
0102920015,BGY,Immayos Norte
0102920016,BGY,Immayos Sur
0102920017,BGY,Labnig
0102920018,BGY,Lapting
0102920019,BGY,Lira
0102920020,BGY,Malamin
0102920021,BGY,Muraya
0102920022,BGY,Nagsabaran
0102920023,BGY,Nagsupotan
0102920025,BGY,Pandayan
0102920027,BGY,Refaro
0102920028,BGY,Resurreccion
0102920029,BGY,Sabangan
0102920031,BGY,San Isidro
0102920035,BGY,Saoang
0102920037,BGY,Solotsolot
0102920038,BGY,Sunggiam
0102920039,BGY,Surngit
0102920040,BGY,Asilang
0102921000,MUN,San Vicente
0102921001,BGY,Bantaoay
0102921002,BGY,Bayubay Norte
0102921003,BGY,Bayubay Sur
0102921004,BGY,Lubong
0102921005,BGY,Poblacion
0102921006,BGY,Pudoc
0102921007,BGY,San Sebastian
0102922000,MUN,Santa
0102922001,BGY,Ampandula
0102922002,BGY,Banaoang
0102922003,BGY,Basug
0102922004,BGY,Bucalag
0102922005,BGY,Cabangaran
0102922006,BGY,Calungboyan
0102922008,BGY,Casiber
0102922009,BGY,Dammay
0102922010,BGY,Labut Norte
0102922011,BGY,Labut Sur
0102922012,BGY,Mabilbila Sur
0102922013,BGY,Mabilbila Norte
0102922014,BGY,Magsaysay District
0102922015,BGY,Manueva
0102922016,BGY,Marcos
0102922017,BGY,Nagpanaoan
0102922018,BGY,Namalangan
0102922019,BGY,Oribi
0102922020,BGY,Pasungol
0102922022,BGY,Quezon
0102922023,BGY,Quirino
0102922024,BGY,Rancho
0102922025,BGY,Rizal
0102922026,BGY,Sacuyya Norte
0102922027,BGY,Sacuyya Sur
0102922028,BGY,Tabucolan
0102923000,MUN,Santa Catalina
0102923001,BGY,Cabaroan
0102923002,BGY,Cabittaogan
0102923003,BGY,Cabuloan
0102923004,BGY,Pangada
0102923005,BGY,Paratong
0102923006,BGY,Poblacion
0102923007,BGY,Sinabaan
0102923008,BGY,Subec
0102923009,BGY,Tamorong
0102924000,MUN,Santa Cruz
0102924001,BGY,Amarao
0102924002,BGY,Babayoan
0102924003,BGY,Bacsayan
0102924004,BGY,Banay
0102924005,BGY,Bayugao Este
0102924006,BGY,Bayugao Oeste
0102924007,BGY,Besalan
0102924008,BGY,Bugbuga
0102924009,BGY,Calaoaan
0102924010,BGY,Camanggaan
0102924011,BGY,Candalican
0102924012,BGY,Capariaan
0102924013,BGY,Casilagan
0102924014,BGY,Coscosnong
0102924015,BGY,Daligan
0102924016,BGY,Dili
0102924017,BGY,Gabor Norte
0102924018,BGY,Gabor Sur
0102924019,BGY,Lalong
0102924020,BGY,Lantag
0102924021,BGY,Las-ud
0102924022,BGY,Mambog
0102924023,BGY,Mantanas
0102924024,BGY,Nagtengnga
0102924025,BGY,Padaoil
0102924026,BGY,Paratong
0102924027,BGY,Pattiqui
0102924028,BGY,Pidpid
0102924029,BGY,Pilar
0102924030,BGY,Pinipin
0102924031,BGY,Poblacion Este
0102924032,BGY,Poblacion Norte
0102924033,BGY,Poblacion Weste
0102924034,BGY,Poblacion Sur
0102924035,BGY,Quinfermin
0102924036,BGY,Quinsoriano
0102924037,BGY,Sagat
0102924038,BGY,San Antonio
0102924039,BGY,San Jose
0102924040,BGY,San Pedro
0102924041,BGY,Saoat
0102924042,BGY,Sevilla
0102924043,BGY,Sidaoen
0102924044,BGY,Suyo
0102924045,BGY,Tampugo
0102924046,BGY,Turod
0102924047,BGY,Villa Garcia
0102924048,BGY,Villa Hermosa
0102924049,BGY,Villa Laurencia
0102925000,MUN,Santa Lucia
0102925001,BGY,Alincaoeg
0102925002,BGY,Angkileng
0102925003,BGY,Arangin
0102925004,BGY,Ayusan
0102925005,BGY,Banbanaba
0102925006,BGY,Bao-as
0102925007,BGY,Barangobong
0102925008,BGY,Buliclic
0102925009,BGY,Burgos
0102925010,BGY,Cabaritan
0102925011,BGY,Catayagan
0102925012,BGY,Conconig East
0102925013,BGY,Conconig West
0102925014,BGY,Damacuag
0102925015,BGY,Lubong
0102925016,BGY,Luba
0102925017,BGY,Nagrebcan
0102925018,BGY,Nagtablaan
0102925019,BGY,Namatican
0102925020,BGY,Nangalisan
0102925021,BGY,Palali Norte
0102925022,BGY,Palali Sur
0102925023,BGY,Paoc Norte
0102925024,BGY,Paoc Sur
0102925025,BGY,Paratong
0102925026,BGY,Pila East
0102925027,BGY,Pila West
0102925028,BGY,Quinabalayangan
0102925029,BGY,Ronda
0102925030,BGY,Sabuanan
0102925031,BGY,San Juan
0102925032,BGY,San Pedro
0102925033,BGY,Sapang
0102925034,BGY,Suagayan
0102925035,BGY,Vical
0102925036,BGY,Bani
0102926000,MUN,Santa Maria
0102926001,BGY,Ag-agrao
0102926002,BGY,Ampuagan
0102926003,BGY,Baballasioan
0102926004,BGY,Baliw Daya
0102926005,BGY,Baliw Laud
0102926006,BGY,Bia-o
0102926007,BGY,Butir
0102926008,BGY,Cabaroan
0102926009,BGY,Danuman East
0102926010,BGY,Danuman West
0102926011,BGY,Dunglayan
0102926012,BGY,Gusing
0102926013,BGY,Langaoan
0102926014,BGY,Laslasong Norte
0102926015,BGY,Laslasong Sur
0102926016,BGY,Laslasong West
0102926017,BGY,Lesseb
0102926018,BGY,Lingsat
0102926019,BGY,Lubong
0102926020,BGY,Maynganay Norte
0102926021,BGY,Maynganay Sur
0102926022,BGY,Nagsayaoan
0102926023,BGY,Nagtupacan
0102926024,BGY,Nalvo
0102926027,BGY,Pacang
0102926028,BGY,Penned
0102926029,BGY,Poblacion Norte
0102926030,BGY,Poblacion Sur
0102926031,BGY,Silag
0102926032,BGY,Sumagui
0102926033,BGY,Suso
0102926034,BGY,Tangaoan
0102926035,BGY,Tinaan
0102927000,MUN,Santiago
0102927001,BGY,Al-aludig
0102927002,BGY,Ambucao
0102927003,BGY,San Jose
0102927004,BGY,Baybayabas
0102927005,BGY,Bigbiga
0102927006,BGY,Bulbulala
0102927007,BGY,Busel-busel
0102927008,BGY,Butol
0102927009,BGY,Caburao
0102927010,BGY,Dan-ar
0102927011,BGY,Gabao
0102927012,BGY,Guinabang
0102927013,BGY,Imus
0102927014,BGY,Lang-ayan
0102927015,BGY,Mambug
0102927016,BGY,Nalasin
0102927017,BGY,Olo-olo Norte
0102927018,BGY,Olo-olo Sur
0102927019,BGY,Poblacion Norte
0102927020,BGY,Poblacion Sur
0102927021,BGY,Sabangan
0102927022,BGY,Salincub
0102927023,BGY,San Roque
0102927024,BGY,Ubbog
0102928000,MUN,Santo Domingo
0102928001,BGY,Binalayangan
0102928002,BGY,Binongan
0102928003,BGY,Borobor
0102928004,BGY,Cabaritan
0102928005,BGY,Cabigbigaan
0102928006,BGY,Calautit
0102928007,BGY,Calay-ab
0102928008,BGY,Camestizoan
0102928009,BGY,Casili
0102928010,BGY,Flora
0102928011,BGY,Lagatit
0102928012,BGY,Laoingen
0102928013,BGY,Lussoc
0102928014,BGY,Nalasin
0102928015,BGY,Nagbettedan
0102928016,BGY,Naglaoa-an
0102928017,BGY,Nambaran
0102928018,BGY,Nanerman
0102928019,BGY,Napo
0102928020,BGY,Padu Chico
0102928021,BGY,Padu Grande
0102928022,BGY,Paguraper
0102928023,BGY,Panay
0102928024,BGY,Pangpangdan
0102928025,BGY,Parada
0102928026,BGY,Paras
0102928027,BGY,Poblacion
0102928030,BGY,Puerta Real
0102928031,BGY,Pussuac
0102928032,BGY,Quimmarayan
0102928033,BGY,San Pablo
0102928034,BGY,Santa Cruz
0102928035,BGY,Santo Tomas
0102928036,BGY,Sived
0102928038,BGY,Vacunero
0102928039,BGY,Suksukit
0102929000,MUN,Sigay
0102929001,BGY,Abaccan
0102929002,BGY,Mabileg
0102929003,BGY,Matallucod
0102929004,BGY,Poblacion
0102929005,BGY,San Elias
0102929006,BGY,San Ramon
0102929007,BGY,Santo Rosario
0102930000,MUN,Sinait
0102930001,BGY,Aguing
0102930002,BGY,Ballaigui
0102930003,BGY,Baliw
0102930004,BGY,Baracbac
0102930005,BGY,Barikir
0102930006,BGY,Battog
0102930007,BGY,Binacud
0102930008,BGY,Cabangtalan
0102930009,BGY,Cabarambanan
0102930010,BGY,Cabulalaan
0102930011,BGY,Cadanglaan
0102930012,BGY,Calingayan
0102930013,BGY,Curtin
0102930014,BGY,Dadalaquiten Norte
0102930015,BGY,Dadalaquiten Sur
0102930016,BGY,Duyayyat
0102930017,BGY,Jordan
0102930018,BGY,Calanutian
0102930019,BGY,Katipunan
0102930020,BGY,Macabiag
0102930021,BGY,Magsaysay
0102930022,BGY,Marnay
0102930023,BGY,Masadag
0102930024,BGY,Nagcullooban
0102930025,BGY,Nagbalioartian
0102930026,BGY,Nagongburan
0102930027,BGY,Namnama
0102930028,BGY,Pacis
0102930029,BGY,Paratong
0102930030,BGY,Dean Leopoldo Yabes
0102930031,BGY,Purag
0102930032,BGY,Quibit-quibit
0102930033,BGY,Quimmallogong
0102930034,BGY,Rang-ay
0102930035,BGY,Ricudo
0102930036,BGY,Saba gan
0102930037,BGY,Sallacapo
0102930038,BGY,Santa Cruz
0102930039,BGY,Sapriana
0102930040,BGY,Tapao
0102930041,BGY,Teppeng
0102930042,BGY,Tubigay
0102930043,BGY,Ubbog
0102930044,BGY,Zapat
0102931000,MUN,Sugpon
0102931001,BGY,Banga
0102931002,BGY,Caoayan
0102931004,BGY,Licungan
0102931005,BGY,Danac
0102931007,BGY,Pangotan
0102931008,BGY,Balbalayang
0102932000,MUN,Suyo
0102932001,BGY,Baringcucurong
0102932002,BGY,Cabugao
0102932003,BGY,Man-atong
0102932004,BGY,Patoc-ao
0102932005,BGY,Poblacion
0102932007,BGY,Suyo Proper
0102932008,BGY,Urzadan
0102932009,BGY,Uso
0102933000,MUN,Tagudin
0102933001,BGY,Ag-aguman
0102933002,BGY,Ambalayat
0102933003,BGY,Baracbac
0102933004,BGY,Bario-an
0102933005,BGY,Baritao
0102933006,BGY,Borono
0102933007,BGY,Becques
0102933008,BGY,Bimmanga
0102933009,BGY,Bio
0102933010,BGY,Bitalag
0102933011,BGY,Bucao East
0102933012,BGY,Bucao West
0102933013,BGY,Cabaroan
0102933014,BGY,Cabugbugan
0102933015,BGY,Cabulanglangan
0102933016,BGY,Dacutan
0102933017,BGY,Dardarat
0102933018,BGY,Del Pilar
0102933019,BGY,Farola
0102933020,BGY,Gabur
0102933021,BGY,Garitan
0102933022,BGY,Jardin
0102933023,BGY,Lacong
0102933024,BGY,Lantag
0102933025,BGY,Las-ud
0102933026,BGY,Libtong
0102933027,BGY,Lubnac
0102933028,BGY,Magsaysay
0102933029,BGY,Malaca ang
0102933030,BGY,Pacac
0102933031,BGY,Pallogan
0102933032,BGY,Pudoc East
0102933033,BGY,Pudoc West
0102933034,BGY,Pula
0102933035,BGY,Quirino
0102933036,BGY,Ranget
0102933038,BGY,Rizal
0102933039,BGY,Salvacion
0102933040,BGY,San Miguel
0102933041,BGY,Sawat
0102933044,BGY,Tallaoen
0102933045,BGY,Tampugo
0102933046,BGY,Tarangotong
0102934000,CITY,City of Vigan
0102934001,BGY,Ayusan Norte
0102934002,BGY,Ayusan Sur
0102934003,BGY,Barangay I
0102934004,BGY,Barangay II
0102934005,BGY,Barangay III
0102934006,BGY,Barangay IV
0102934007,BGY,Barangay V
0102934008,BGY,Barangay VI
0102934009,BGY,Barraca
0102934010,BGY,Beddeng Laud
0102934011,BGY,Beddeng Daya
0102934012,BGY,Bongtolan
0102934013,BGY,Bulala
0102934014,BGY,Cabalangegan
0102934015,BGY,Cabaroan Daya
0102934016,BGY,Cabaroan Laud
0102934017,BGY,Camangaan
0102934018,BGY,Capangpangan
0102934020,BGY,Mindoro
0102934021,BGY,Nagsangalan
0102934022,BGY,Pantay Daya
0102934023,BGY,Pantay Fatima
0102934024,BGY,Pantay Laud
0102934025,BGY,Paoa
0102934026,BGY,Paratong
0102934027,BGY,Pong-ol
0102934028,BGY,Purok-a-bassit
0102934029,BGY,Purok-a-dackel
0102934030,BGY,Raois
0102934031,BGY,Rugsuanan
0102934032,BGY,Salindeg
0102934033,BGY,San Jose
0102934034,BGY,San Julian Norte
0102934035,BGY,San Julian Sur
0102934036,BGY,San Pedro
0102934037,BGY,Tamag
0102934038,BGY,Barangay VII
0102934039,BGY,Barangay VIII
0102934040,BGY,Barangay IX
0103300000,PROV,La Union
0103301000,MUN,Agoo
0103301001,BGY,Ambitacay
0103301002,BGY,Balawarte
0103301003,BGY,Capas
0103301004,BGY,Consolacion
0103301005,BGY,Macalva Central
0103301006,BGY,Macalva Norte
0103301007,BGY,Macalva Sur
0103301008,BGY,Nazareno
0103301009,BGY,Purok
0103301010,BGY,San Agustin East
0103301011,BGY,San Agustin Norte
0103301012,BGY,San Agustin Sur
0103301013,BGY,San Antonino
0103301014,BGY,San Antonio
0103301015,BGY,San Francisco
0103301016,BGY,San Isidro
0103301017,BGY,San Joaquin Norte
0103301018,BGY,San Joaquin Sur
0103301019,BGY,San Jose Norte
0103301020,BGY,San Jose Sur
0103301021,BGY,San Juan
0103301022,BGY,San Julian Central
0103301023,BGY,San Julian East
0103301024,BGY,San Julian Norte
0103301025,BGY,San Julian West
0103301026,BGY,San Manuel Norte
0103301027,BGY,San Manuel Sur
0103301028,BGY,San Marcos
0103301029,BGY,San Miguel
0103301030,BGY,San Nicolas Central
0103301031,BGY,San Nicolas East
0103301032,BGY,San Nicolas Norte
0103301033,BGY,San Nicolas West
0103301034,BGY,San Nicolas Sur
0103301035,BGY,San Pedro
0103301036,BGY,San Roque West
0103301037,BGY,San Roque East
0103301038,BGY,San Vicente Norte
0103301039,BGY,San Vicente Sur
0103301040,BGY,Santa Ana
0103301041,BGY,Santa Barbara
0103301042,BGY,Santa Fe
0103301043,BGY,Santa Maria
0103301044,BGY,Santa Monica
0103301045,BGY,Santa Rita
0103301046,BGY,Santa Rita East
0103301047,BGY,Santa Rita Norte
0103301048,BGY,Santa Rita Sur
0103301049,BGY,Santa Rita West
0103302000,MUN,Aringay
0103302001,BGY,Alaska
0103302002,BGY,Basca
0103302003,BGY,Dulao
0103302004,BGY,Gallano
0103302005,BGY,Macabato
0103302006,BGY,Manga
0103302007,BGY,Pangao-aoan East
0103302009,BGY,Pangao-aoan West
0103302010,BGY,Poblacion
0103302011,BGY,Samara
0103302012,BGY,San Antonio
0103302014,BGY,San Benito Norte
0103302015,BGY,San Benito Sur
0103302016,BGY,San Eugenio
0103302018,BGY,San Juan East
0103302019,BGY,San Juan West
0103302020,BGY,San Simon East
0103302021,BGY,San Simon West
0103302022,BGY,Santa Cecilia
0103302023,BGY,Santa Lucia
0103302024,BGY,Santa Rita East
0103302025,BGY,Santa Rita West
0103302027,BGY,Santo Rosario East
0103302028,BGY,Santo Rosario West
0103303000,MUN,Bacnotan
0103303001,BGY,Agtipal
0103303002,BGY,Arosip
0103303003,BGY,Bacqui
0103303004,BGY,Bacsil
0103303005,BGY,Bagutot
0103303006,BGY,Ballogo
0103303007,BGY,Baroro
0103303008,BGY,Bitalag
0103303009,BGY,Bulala
0103303010,BGY,Burayoc
0103303011,BGY,Bussaoit
0103303012,BGY,Cabaroan
0103303013,BGY,Cabarsican
0103303014,BGY,Cabugao
0103303015,BGY,Calautit
0103303016,BGY,Carcarmay
0103303017,BGY,Casiaman
0103303018,BGY,Galongen
0103303019,BGY,Guinabang
0103303020,BGY,Legleg
0103303021,BGY,Lisqueb
0103303022,BGY,Mabanengbeng 1st
0103303023,BGY,Mabanengbeng 2nd
0103303024,BGY,Maragayap
0103303025,BGY,Nangalisan
0103303026,BGY,Nagatiran
0103303027,BGY,Nagsaraboan
0103303028,BGY,Nagsimbaanan
0103303029,BGY,Narra
0103303030,BGY,Ortega
0103303031,BGY,Paagan
0103303032,BGY,Pandan
0103303033,BGY,Pang-pang
0103303034,BGY,Poblacion
0103303035,BGY,Quirino
0103303036,BGY,Raois
0103303037,BGY,Salincob
0103303038,BGY,San Martin
0103303039,BGY,Santa Cruz
0103303040,BGY,Santa Rita
0103303041,BGY,Sapilang
0103303042,BGY,Sayoan
0103303043,BGY,Sipulo
0103303044,BGY,Tammocalao
0103303045,BGY,Ubbog
0103303046,BGY,Oya-oy
0103303047,BGY,Zaragosa
0103304000,MUN,Bagulin
0103304001,BGY,Alibangsay
0103304002,BGY,Baay
0103304003,BGY,Cambaly
0103304004,BGY,Cardiz
0103304005,BGY,Dagup
0103304006,BGY,Libbo
0103304007,BGY,Suyo
0103304008,BGY,Tagudtud
0103304009,BGY,Tio-angan
0103304010,BGY,Wallayan
0103305000,MUN,Balaoan
0103305001,BGY,Apatut
0103305002,BGY,Ar-arampang
0103305003,BGY,Baracbac Este
0103305004,BGY,Baracbac Oeste
0103305005,BGY,Bet-ang
0103305006,BGY,Bulbulala
0103305007,BGY,Bungol
0103305008,BGY,Butubut Este
0103305009,BGY,Butubut Norte
0103305010,BGY,Butubut Oeste
0103305011,BGY,Butubut Sur
0103305012,BGY,Cabuaan Oeste
0103305013,BGY,Calliat
0103305014,BGY,Calungbuyan
0103305015,BGY,Camiling
0103305016,BGY,Guinaburan
0103305017,BGY,Masupe
0103305018,BGY,Nagsabaran Norte
0103305019,BGY,Nagsabaran Sur
0103305020,BGY,Nalasin
0103305021,BGY,Napaset
0103305022,BGY,Pagbennecan
0103305023,BGY,Pagleddegan
0103305024,BGY,Pantar Norte
0103305025,BGY,Pantar Sur
0103305026,BGY,Pa-o
0103305028,BGY,Almeida
0103305029,BGY,Paraoir
0103305030,BGY,Patpata
0103305031,BGY,Dr. Camilo Osias Pob.
0103305032,BGY,Sablut
0103305033,BGY,San Pablo
0103305034,BGY,Sinapangan Norte
0103305035,BGY,Sinapangan Sur
0103305036,BGY,Tallipugo
0103305037,BGY,Antonino
0103306000,MUN,Bangar
0103306001,BGY,Agdeppa
0103306002,BGY,Alzate
0103306004,BGY,Bangaoilan East
0103306005,BGY,Bangaoilan West
0103306006,BGY,Barraca
0103306007,BGY,Cadapli
0103306008,BGY,Caggao
0103306009,BGY,Consuegra
0103306010,BGY,General Prim East
0103306011,BGY,General Prim West
0103306013,BGY,General Terrero
0103306015,BGY,Luzong Norte
0103306016,BGY,Luzong Sur
0103306018,BGY,Maria Cristina East
0103306019,BGY,Maria Cristina West
0103306020,BGY,Mindoro
0103306021,BGY,Nagsabaran
0103306022,BGY,Paratong Norte
0103306023,BGY,Paratong No. 3
0103306024,BGY,Paratong No. 4
0103306025,BGY,Central East No. 1
0103306026,BGY,Central East No. 2
0103306027,BGY,Central West No. 1
0103306028,BGY,Central West No. 2
0103306029,BGY,Central West No. 3
0103306030,BGY,Quintarong
0103306031,BGY,Reyna Regente
0103306032,BGY,Rissing
0103306033,BGY,San Blas
0103306034,BGY,San Cristobal
0103306035,BGY,Sinapangan Norte
0103306036,BGY,Sinapangan Sur
0103306037,BGY,Ubbog
0103307000,MUN,Bauang
0103307001,BGY,Acao
0103307002,BGY,Baccuit Norte
0103307003,BGY,Baccuit Sur
0103307004,BGY,Bagbag
0103307005,BGY,Ballay
0103307006,BGY,Bawanta
0103307007,BGY,Boy-utan
0103307008,BGY,Bucayab
0103307009,BGY,Cabalayangan
0103307010,BGY,Cabisilan
0103307011,BGY,Calumbaya
0103307012,BGY,Carmay
0103307013,BGY,Casilagan
0103307014,BGY,Central East
0103307015,BGY,Central West
0103307016,BGY,Dili
0103307017,BGY,Disso-or
0103307018,BGY,Guerrero
0103307019,BGY,Nagrebcan
0103307020,BGY,Pagdalagan Sur
0103307021,BGY,Palintucang
0103307022,BGY,Palugsi-Limmansangan
0103307023,BGY,Parian Oeste
0103307024,BGY,Parian Este
0103307025,BGY,Paringao
0103307026,BGY,Payocpoc Norte Este
0103307027,BGY,Payocpoc Norte Oeste
0103307028,BGY,Payocpoc Sur
0103307029,BGY,Pilar
0103307030,BGY,Pudoc
0103307031,BGY,Pottot
0103307032,BGY,Pugo
0103307033,BGY,Quinavite
0103307034,BGY,Lower San Agustin
0103307035,BGY,Santa Monica
0103307036,BGY,Santiago
0103307037,BGY,Taberna
0103307038,BGY,Upper San Agustin
0103307039,BGY,Urayong
0103308000,MUN,Burgos
0103308001,BGY,Agpay
0103308002,BGY,Bilis
0103308003,BGY,Caoayan
0103308004,BGY,Dalacdac
0103308005,BGY,Delles
0103308006,BGY,Imelda
0103308007,BGY,Libtong
0103308008,BGY,Linuan
0103308009,BGY,New Poblacion
0103308010,BGY,Old Poblacion
0103308011,BGY,Lower Tumapoc
0103308012,BGY,Upper Tumapoc
0103309000,MUN,Caba
0103309001,BGY,Bautista
0103309002,BGY,Gana
0103309003,BGY,Juan Cartas
0103309004,BGY,Las-ud
0103309005,BGY,Liquicia
0103309006,BGY,Poblacion Norte
0103309007,BGY,Poblacion Sur
0103309009,BGY,San Carlos
0103309010,BGY,San Cornelio
0103309011,BGY,San Fermin
0103309012,BGY,San Gregorio
0103309013,BGY,San Jose
0103309014,BGY,Santiago Norte
0103309015,BGY,Santiago Sur
0103309016,BGY,Sobredillo
0103309017,BGY,Urayong
0103309018,BGY,Wenceslao
0103310000,MUN,Luna
0103310001,BGY,Alcala
0103310002,BGY,Ayaoan
0103310003,BGY,Barangobong
0103310004,BGY,Barrientos
0103310005,BGY,Bungro
0103310006,BGY,Buselbusel
0103310007,BGY,Cabalitocan
0103310008,BGY,Cantoria No. 1
0103310009,BGY,Cantoria No. 2
0103310010,BGY,Cantoria No. 3
0103310011,BGY,Cantoria No. 4
0103310012,BGY,Carisquis
0103310013,BGY,Darigayos
0103310014,BGY,Magallanes
0103310015,BGY,Magsiping
0103310016,BGY,Mamay
0103310017,BGY,Nagrebcan
0103310018,BGY,Nalvo Norte
0103310019,BGY,Nalvo Sur
0103310020,BGY,Napaset
0103310021,BGY,Oaqui No. 1
0103310022,BGY,Oaqui No. 2
0103310023,BGY,Oaqui No. 3
0103310024,BGY,Oaqui No. 4
0103310025,BGY,Pila
0103310026,BGY,Pitpitac
0103310027,BGY,Rimos No. 1
0103310028,BGY,Rimos No. 2
0103310029,BGY,Rimos No. 3
0103310030,BGY,Rimos No. 4
0103310031,BGY,Rimos No. 5
0103310032,BGY,Rissing
0103310033,BGY,Salcedo
0103310034,BGY,Santo Domingo Norte
0103310035,BGY,Santo Domingo Sur
0103310036,BGY,Sucoc Norte
0103310037,BGY,Sucoc Sur
0103310038,BGY,Suyo
0103310039,BGY,Tallaoen
0103310040,BGY,Victoria
0103311000,MUN,Naguilian
0103311001,BGY,Aguioas
0103311002,BGY,Al-alinao Norte
0103311003,BGY,Al-alinao Sur
0103311004,BGY,Ambaracao Norte
0103311005,BGY,Ambaracao Sur
